Timestamp,IP Address,Country,Jobs Placed,Job Requested,Demo Request,Response Code,Page Accessed,User  Agent,Session ID,Sales Revenue,Payment Method,Satisfaction Rating
2025-02-06 00:46:52,79.246.52.197,China,6,Software Engineer,,200,/index.html,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/3.0),9ecf647d-1e5a-4ada-b9d8-7c5e9a5c38ea,2099.34,Bank Transfer,5
2025-02-16 20:23:58,122.181.147.123,USA,5,User  Experience (UX) Designer,Promotional Event,404,/scheduledemo.php,"Mozilla/5.0 (iPad; CPU iPad OS 4_2_1 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) FxiOS/11.1j3648.0 Mobile/09R512 Safari/536.0",a4d9b2f2-6b24-4bbd-9542-e34b57741bde,6613.71,Debit Card,4
2025-02-19 13:31:40,124.38.247.240,Japan,8,Business Analyst,,304,/index.html,Mozilla/5.0 (Android 4.4.2; Mobile; rv:19.0) Gecko/19.0 Firefox/19.0,6f3934c6-41fc-4636-92ee-0e16e402a3b6,2355.39,PayPal,1
2025-01-04 17:23:33,199.76.162.75,China,10,Marketing Specialist,,304,/index.html,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_1 rv:2.0; fur-IT) AppleWebKit/531.36.4 (KHTML, like Gecko) Version/5.0.3 Safari/531.36.4",6001394c-dc98-47fb-a025-3467999fac2c,3752.01,Credit Card,4
2025-03-23 11:02:53,41.169.6.140,Netherlands,6,Business Analyst,Scheduled Demo,200,/event.php,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_6; rv:1.9.3.20) Gecko/4226-03-18 03:19:52 Firefox/5.0,d89be923-6a65-42df-a38e-d162bea4bad2,7336.21,Debit Card,2
2025-02-02 10:23:56,128.104.165.72,France,10,Data Scientist,,304,/prototype.php,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_0 rv:3.0; se-NO) AppleWebKit/534.33.2 (KHTML, like Gecko) Version/4.0.1 Safari/534.33.2",28c9d603-3b59-488e-acc4-ef3b1978a541,6732.72,Debit Card,5
2025-01-09 18:27:57,156.246.232.216,Japan,7,User  Experience (UX) Designer,,200,/images/events.jpg,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/3.0),0e33537d-8341-49be-9214-b013992ec129,5132.3,Bank Transfer,3
2025-03-18 00:17:42,85.196.55.96,India,10,Digital Transformation Consultant,,404,/scheduledemo.php,Mozilla/5.0 (Android 2.3.2; Mobile; rv:13.0) Gecko/13.0 Firefox/13.0,bc5ef20b-3fb6-4151-9207-35462811f346,7718.22,Debit Card,2
2025-03-18 22:48:31,86.64.158.195,Russia,8,Software Engineer,Scheduled Demo,200,/index.html,Mozilla/5.0 (compatible; MSIE 6.0; Windows CE; Trident/3.0),09069cf9-e4e5-48e3-a743-f174ac878d95,7899.54,Bank Transfer,3
2025-02-09 22:54:02,11.131.186.40,UK,4,Marketing Specialist,,200,/index.html,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/39.0.837.0 Safari/531.2",5dceb106-7d3a-419c-ad9f-65e4b7cfc0b6,8681.93,Bank Transfer,4
2025-03-15 13:23:34,22.67.127.131,UK,4,Technical Support Specialist,,200,/scheduledemo.php,Opera/8.19.(X11; Linux i686; hsb-DE) Presto/2.9.162 Version/11.00,b68aa4d4-72c5-449f-a2bd-e994067ff268,6111.83,Credit Card,4
2025-01-05 16:40:33,154.227.125.12,Russia,6,Digital Transformation Consultant,Scheduled Demo,404,/images/events.jpg,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; ca-AD) AppleWebKit/534.7.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6534.7.2",6189c89a-9669-4e04-9aff-bf4690cb9a6d,6557.81,Credit Card,1
2025-01-05 11:20:43,182.19.71.126,Netherlands,2,Business Analyst,Promotional Event,404,/scheduledemo.php,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Win 9x 4.90; Trident/4.0),dba271fc-d0eb-40a7-9524-b3f4f7767d2f,3696.74,Bank Transfer,4
2025-03-07 21:30:17,61.4.49.126,USA,1,AI Research Scientist,,304,/index.html,"Mozilla/5.0 (Linux; Android 5.0.1) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/31.0.874.0 Safari/536.0",e726d925-dcb8-4a07-8ebf-c0eeba13714c,3141.86,PayPal,3
2025-01-30 11:32:12,201.105.131.45,Brazil,1,Technical Support Specialist,,200,/scheduledemo.php,"Mozilla/5.0 (Windows; U; Windows NT 11.0) AppleWebKit/533.22.1 (KHTML, like Gecko) Version/5.1 Safari/533.22.1",e4173ba9-2776-40fe-8a18-e0ce433e181b,9782.33,PayPal,4
2025-03-21 09:58:49,87.254.224.86,India,10,User  Experience (UX) Designer,,200,/images/events.jpg,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/3764-07-27 00:39:35 Firefox/3.6.6,38f452cb-c462-47d5-9292-35d89226475b,8486.23,Credit Card,5
2025-03-31 21:12:34,191.178.213.96,Germany,1,Marketing Specialist,,200,/index.html,Opera/9.59.(X11; Linux i686; bs-BA) Presto/2.9.189 Version/10.00,4f666db7-5f77-44f9-9fa2-5752b7636b0a,7592.04,Debit Card,1
2025-03-12 18:16:58,48.112.246.254,USA,6,Data Scientist,AI-Powered Virtual Assistant,200,/prototype.php,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.873.0 Safari/535.2",2d950d2b-1ec1-4192-9ac0-8053e4855799,7930.46,PayPal,1
2025-02-15 04:06:41,117.30.165.21,India,1,Data Scientist,Scheduled Demo,404,/event.php,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.1; Trident/3.1),259b53b8-b439-4f62-bcc5-f3bed43ba3d8,4538.79,Credit Card,1
2025-02-03 05:45:04,47.98.231.73,Japan,7,Data Scientist,,304,/scheduledemo.php,Opera/8.17.(X11; Linux i686; mt-MT) Presto/2.9.186 Version/11.00,387a934a-4505-4493-aafe-6fee9a55761f,9549.67,Credit Card,3
2025-02-15 22:40:05,11.153.19.219,India,10,Software Engineer,AI-Powered Virtual Assistant,200,/images/events.jpg,Opera/9.19.(X11; Linux x86_64; kok-IN) Presto/2.9.163 Version/12.00,2c72d677-47fc-476d-9006-1328ee69b558,7550.14,Credit Card,4
2025-02-09 02:50:24,70.236.177.127,Australia,9,Business Analyst,,404,/images/events.jpg,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.1; Trident/3.0),b2ad78d7-e556-47b3-800f-f544f67543fd,1835.87,Debit Card,3
2025-01-19 23:56:34,78.69.87.171,France,1,Digital Transformation Consultant,AI-Powered Virtual Assistant,200,/scheduledemo.php,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_5 rv:2.0; eu-ES) AppleWebKit/533.40.7 (KHTML, like Gecko) Version/4.0 Safari/533.40.7",27c3256d-ccc8-4fe7-b701-dbf1bf931dfc,6896.47,Bank Transfer,1
2025-02-24 18:00:19,136.7.50.11,France,10,AI Solutions Architect,,404,/prototype.php,Opera/8.94.(Windows NT 6.0; hne-IN) Presto/2.9.177 Version/11.00,1a9d2756-679c-422d-ab63-11d3a3e5b7cf,5974.27,PayPal,3
2025-03-30 09:19:33,103.119.120.181,Japan,8,Data Scientist,Promotional Event,304,/scheduledemo.php,Mozilla/5.0 (Windows CE; sat-IN; rv:1.9.2.20) Gecko/6181-02-01 00:49:34 Firefox/7.0,70fd7b85-ca44-4d0d-8c35-ad363280b047,7510.13,Bank Transfer,2
2025-02-12 03:37:02,191.61.250.72,Zimbabwe,7,Business Analyst,,200,/images/events.jpg,"Mozilla/5.0 (iPad; CPU iPad OS 4_2_1 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) CriOS/33.0.804.0 Mobile/86S325 Safari/531.1",161057ec-34dc-4cd1-904a-bdf046be67f0,7272.56,Bank Transfer,2
2025-03-01 12:00:44,93.123.112.113,USA,8,Digital Transformation Consultant,Scheduled Demo,304,/scheduledemo.php,Mozilla/5.0 (compatible; MSIE 6.0; Windows 95; Trident/3.0),d292af95-7c3e-4843-97e9-ef256d88053a,7035.59,Debit Card,1
2025-01-15 01:00:33,91.64.249.104,UK,6,Product Manager,Scheduled Demo,404,/event.php,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/533.32.3 (KHTML, like Gecko) Version/4.0.2 Safari/533.32.3",867d9215-79e6-4e4c-9272-226ae4e6e874,4632.42,Credit Card,5
2025-01-21 13:27:54,82.217.92.219,UK,4,Marketing Specialist,AI-Powered Virtual Assistant,200,/images/events.jpg,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.2; Trident/3.0),014f5f65-d296-44f9-b723-8cae34fece8f,6609.61,Debit Card,1
2025-03-21 10:15:46,73.88.100.215,Spain,4,User  Experience (UX) Designer,,304,/images/events.jpg,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_4 rv:5.0; my-MM) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/4.1 Safari/533.18.1",b305d20a-7b95-410a-8895-c84707675955,3760.49,Bank Transfer,3
2025-02-03 11:08:28,83.203.224.98,Germany,4,AI Research Scientist,,404,/prototype.php,Opera/8.17.(X11; Linux i686; ln-CD) Presto/2.9.162 Version/10.00,be0c2443-7fdd-4326-bc7c-fd8b2e95aff4,6545.36,PayPal,1
2025-02-19 13:13:33,50.223.153.50,Japan,10,Technical Support Specialist,AI-Powered Virtual Assistant,404,/images/events.jpg,"Mozilla/5.0 (iPad; CPU iPad OS 3_2_2 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) CriOS/53.0.893.0 Mobile/14E513 Safari/531.2",2d7a4d1a-7687-4796-a659-17af9288b7a8,5807.77,Bank Transfer,1
2025-02-05 11:01:29,142.206.123.84,Japan,10,User  Experience (UX) Designer,,304,/images/events.jpg,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/3.0),4e445a42-9fcd-4462-b134-2dced2463efe,3293.74,Bank Transfer,4
2025-02-22 12:04:35,64.60.139.209,India,3,Marketing Specialist,,200,/scheduledemo.php,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; iw-IL) AppleWebKit/532.3.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6532.3.7",e4a0e41b-e624-4afb-9015-6951ded754d1,8190.76,PayPal,2
2025-02-28 07:45:34,108.81.164.107,Netherlands,8,AI Solutions Architect,,304,/images/events.jpg,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_5; rv:1.9.6.20) Gecko/5089-12-01 20:11:31 Firefox/3.6.9,716510c1-94f1-49fd-92fe-86f34e5da401,9365.44,Credit Card,4
2025-03-03 12:51:08,9.30.224.58,Zimbabwe,9,Digital Transformation Consultant,Promotional Event,404,/scheduledemo.php,Opera/8.99.(X11; Linux x86_64; sr-ME) Presto/2.9.174 Version/11.00,c2f9b313-9f73-4220-89f5-0e7c2e94ea1d,9458.12,Debit Card,1
2025-03-03 21:15:42,116.118.75.215,Jamaica,7,User  Experience (UX) Designer,AI-Powered Virtual Assistant,404,/scheduledemo.php,Opera/8.40.(Windows NT 6.0; lo-LA) Presto/2.9.184 Version/10.00,0920df6c-5765-4903-8ee7-f48282ce063c,1402.24,PayPal,5
2025-03-06 04:32:36,108.172.223.198,France,8,AI Research Scientist,AI-Powered Virtual Assistant,200,/scheduledemo.php,Mozilla/5.0 (compatible; MSIE 6.0; Windows CE; Trident/5.1),c50f0064-1ef4-4acd-bbaf-84d8b68b0a5a,4142.43,Bank Transfer,5
2025-02-11 07:04:01,178.148.0.65,Canada,8,Digital Transformation Consultant,Scheduled Demo,404,/event.php,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_5; rv:1.9.4.20) Gecko/8847-06-19 10:58:51 Firefox/3.8,4fcd968d-c95d-4d1c-972a-0c47d317369b,3722.22,Credit Card,5
2025-02-16 21:49:24,151.231.234.72,Netherlands,6,Business Analyst,,304,/prototype.php,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_8_1 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) FxiOS/9.2z2607.0 Mobile/66G000 Safari/535.2",06634aa8-dc8c-43d3-9b26-67dd0bdcc89d,5717.07,Credit Card,5
2025-01-10 07:42:27,191.229.145.206,Germany,5,Marketing Specialist,AI-Powered Virtual Assistant,304,/images/events.jpg,Opera/8.58.(Windows NT 10.0; da-DK) Presto/2.9.163 Version/12.00,aa98fb12-e407-4984-a7bc-b52828842fa9,5327.23,Bank Transfer,4
2025-03-21 20:30:21,60.232.142.154,Brazil,10,Digital Transformation Consultant,AI-Powered Virtual Assistant,200,/images/events.jpg,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_1; rv:1.9.2.20) Gecko/8224-05-01 03:38:06 Firefox/15.0,6d19edea-f197-4503-aaa8-d97826d784a7,8281.67,Debit Card,5
2025-03-30 09:18:04,184.46.254.83,Jamaica,4,Marketing Specialist,,200,/images/events.jpg,Opera/9.40.(X11; Linux x86_64; oc-FR) Presto/2.9.166 Version/12.00,5882653d-ee22-46ad-a71c-ff3737e47af5,3948.2,Credit Card,1
2025-03-02 09:29:20,141.50.59.236,India,7,User  Experience (UX) Designer,Promotional Event,404,/index.html,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/4650-10-15 12:07:57 Firefox/3.6.13,181da58e-4ce6-42ff-8ebd-c3ef6e03ddbf,8715.46,Bank Transfer,2
2025-02-21 21:24:57,135.158.241.133,Japan,7,Data Scientist,AI-Powered Virtual Assistant,404,/images/events.jpg,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_2 rv:5.0; ga-IE) AppleWebKit/532.42.7 (KHTML, like Gecko) Version/5.0 Safari/532.42.7",884ebcda-0844-4105-a940-06f9b6c82a4d,7976.95,Credit Card,3
2025-02-07 11:14:22,136.174.46.34,UK,6,Software Engineer,,200,/scheduledemo.php,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5; rv:1.9.5.20) Gecko/6200-07-27 04:02:10 Firefox/3.6.15,38d6de68-fd6c-4903-b06b-53f5e21501bd,3254.48,Credit Card,5
2025-03-04 05:38:28,132.122.163.142,Zimbabwe,9,Technical Support Specialist,Scheduled Demo,200,/prototype.php,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) FxiOS/13.5r6742.0 Mobile/91U390 Safari/534.0",f543df0e-5c01-482e-aff8-54ca3eaed2f1,4387.69,PayPal,5
2025-02-05 10:38:48,221.236.172.148,Zimbabwe,8,Technical Support Specialist,Promotional Event,404,/event.php,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/4.1),cc4bcc71-9908-4e1b-98f4-4c84cb278fdd,6199.41,Credit Card,5
2025-03-03 08:53:05,73.55.26.169,India,4,AI Research Scientist,,404,/images/events.jpg,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_4 rv:3.0; st-ZA) AppleWebKit/531.36.2 (KHTML, like Gecko) Version/5.1 Safari/531.36.2",a2d9f7bb-165d-49a9-8db2-606ff0cab864,5379.96,Debit Card,5
2025-02-04 20:28:33,193.104.218.246,Jamaica,6,AI Solutions Architect,,200,/scheduledemo.php,Opera/9.59.(X11; Linux x86_64; da-DK) Presto/2.9.190 Version/11.00,8ccc62f2-aa5c-4d64-b6a8-19553893d9b9,4108.87,Bank Transfer,5
2025-03-26 03:25:15,161.38.226.95,India,1,Digital Transformation Consultant,Promotional Event,404,/event.php,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_6) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/30.0.827.0 Safari/534.2",267c7344-5116-4af4-b3b8-5ed6deb29a36,6789.6,Debit Card,2
2025-01-07 09:50:59,53.154.96.179,UK,2,Marketing Specialist,,304,/event.php,Opera/9.68.(Windows NT 5.01; zu-ZA) Presto/2.9.169 Version/11.00,3e12dd57-360a-4361-8671-2497571d407e,4587.56,Debit Card,3
2025-01-22 00:07:23,195.47.42.130,Jamaica,10,Product Manager,AI-Powered Virtual Assistant,304,/images/events.jpg,Opera/9.37.(X11; Linux x86_64; he-IL) Presto/2.9.172 Version/11.00,a9a89ac0-8ff7-4566-b397-1fe7a7007292,8348.25,Credit Card,3
2025-03-07 15:19:36,88.142.221.240,Australia,3,Digital Transformation Consultant,,200,/scheduledemo.php,Opera/9.98.(Windows NT 6.2; ka-GE) Presto/2.9.165 Version/11.00,97eea015-a797-47ef-80d5-90a23d51041d,9998.89,Debit Card,3
2025-03-28 19:48:19,154.89.4.33,Brazil,6,AI Research Scientist,Promotional Event,404,/index.html,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 10.0; Trident/3.0),76dbdd8d-6cad-42c4-a641-abee5568b7b4,5229.28,Bank Transfer,4
2025-01-03 19:21:14,83.228.204.86,Canada,1,Digital Transformation Consultant,,404,/event.php,Opera/9.72.(Windows NT 6.2; ur-IN) Presto/2.9.177 Version/11.00,7d9039c3-2481-450c-afd5-2b8b815383e8,1469.04,Debit Card,3
2025-01-09 10:11:42,45.52.115.30,Russia,2,Product Manager,,304,/scheduledemo.php,Opera/9.28.(Windows NT 5.0; oc-FR) Presto/2.9.180 Version/10.00,c30837b7-cb10-4cb7-90f6-fcec191920e7,6938.36,Debit Card,2
2025-02-13 04:17:47,100.42.183.111,Jamaica,2,Business Analyst,Promotional Event,404,/images/events.jpg,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/3.0),c68d3996-5dac-4503-bcbb-1b469d7aae43,5355.37,Debit Card,1
2025-01-08 10:16:38,149.104.65.169,China,10,Product Manager,Promotional Event,304,/prototype.php,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_5; rv:1.9.4.20) Gecko/5251-03-23 02:06:05 Firefox/3.8,ab0c978a-ef6e-4a6e-8579-079824547abf,9790.07,Credit Card,5
2025-03-01 03:10:02,76.146.56.239,UK,4,Digital Transformation Consultant,,404,/prototype.php,Opera/8.22.(Windows NT 6.2; ln-CD) Presto/2.9.162 Version/12.00,6ee63eb0-f10b-40c2-bcc4-f2c6980bf911,8457.1,Credit Card,2
2025-03-13 04:49:22,101.70.194.120,Netherlands,8,Digital Transformation Consultant,AI-Powered Virtual Assistant,404,/index.html,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 11.0; Trident/3.1),f26ec3da-863d-4caf-a66c-b38352be5fe7,2873.25,Bank Transfer,5
2025-02-20 01:34:18,177.43.26.96,Russia,6,Product Manager,Promotional Event,200,/event.php,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/533.21.7 (KHTML, like Gecko) Version/5.0 Safari/533.21.7",d43fb54c-1701-4423-86f7-d22067c4ef3f,1623.92,PayPal,3
2025-03-15 22:00:28,107.87.113.51,India,2,AI Solutions Architect,Promotional Event,304,/index.html,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/46.0.822.0 Safari/536.1",35a87de6-81b4-4db9-9229-916c8593d329,8167.76,Debit Card,4
2025-02-13 23:52:55,47.245.113.209,USA,8,AI Research Scientist,AI-Powered Virtual Assistant,404,/scheduledemo.php,Opera/8.11.(X11; Linux i686; brx-IN) Presto/2.9.183 Version/10.00,d8f2b119-766f-4a01-b6f2-25fcda71e687,5730.75,PayPal,4
2025-04-01 02:47:28,112.96.76.214,Australia,1,User  Experience (UX) Designer,,200,/images/events.jpg,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/3.0),5c16a8a3-d7ce-413c-abda-4b6f4990860c,8214.03,Credit Card,4
2025-01-16 06:55:46,198.198.249.242,UK,4,Software Engineer,AI-Powered Virtual Assistant,200,/event.php,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_10_1; rv:1.9.3.20) Gecko/8508-07-14 18:24:09 Firefox/8.0,3eee4677-1b46-4cc0-b41b-41d97174f121,8985.21,Credit Card,4
2025-02-09 12:52:16,220.81.11.134,China,4,Data Scientist,,304,/event.php,Opera/9.88.(Windows 98; or-IN) Presto/2.9.164 Version/11.00,b8adca62-7ff4-4d80-a279-0054b75aeed1,2681.46,PayPal,2
2025-03-08 20:43:47,123.130.4.94,Zambia,1,User  Experience (UX) Designer,Scheduled Demo,404,/event.php,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Win 9x 4.90; Trident/3.1),2044720e-200d-494e-b6b9-b627cbb00d4f,8648.5,Debit Card,4
2025-01-08 10:20:31,99.208.133.202,Spain,9,Marketing Specialist,,200,/index.html,Mozilla/5.0 (Windows 98; Win 9x 4.90; ru-UA; rv:1.9.1.20) Gecko/9320-03-28 09:34:08 Firefox/15.0,9a0f3e91-f02b-4c7c-bed0-d0b566994e82,2138.56,Bank Transfer,3
2025-01-05 20:20:51,15.231.125.233,Zimbabwe,9,Digital Transformation Consultant,,404,/scheduledemo.php,Opera/8.71.(Windows CE; byn-ER) Presto/2.9.176 Version/12.00,9abe17e7-bee6-476e-a0fa-7c126053ac2c,4486.25,Debit Card,3
2025-02-01 22:35:33,191.71.121.206,Canada,9,Software Engineer,Promotional Event,200,/scheduledemo.php,Opera/8.62.(X11; Linux x86_64; st-ZA) Presto/2.9.180 Version/11.00,108993d9-5fc2-4726-b20d-fc965748fb75,5510.19,Credit Card,2
2025-01-01 17:15:23,2.89.15.210,China,7,Software Engineer,,200,/event.php,Mozilla/5.0 (Windows NT 5.01; te-IN; rv:1.9.1.20) Gecko/6723-07-14 17:42:44 Firefox/10.0,b050cecb-ea15-4623-bafe-faf876bd21cf,1773.84,Bank Transfer,3
2025-02-13 14:27:44,32.223.123.159,Australia,1,Data Scientist,AI-Powered Virtual Assistant,404,/index.html,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_1) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/53.0.803.0 Safari/534.0",2c935287-7155-4607-acec-c921d352b895,7737.04,Credit Card,5
2025-02-21 13:14:24,160.111.227.170,Spain,2,Data Scientist,Promotional Event,404,/prototype.php,"Mozilla/5.0 (iPad; CPU iPad OS 16_7_6 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) FxiOS/16.0n6668.0 Mobile/95M733 Safari/535.2",5d73c5fd-b680-4a0f-8010-1aed34036cff,7912.06,PayPal,5
2025-03-21 09:36:44,65.215.10.218,Germany,4,Marketing Specialist,,404,/images/events.jpg,Opera/9.27.(Windows NT 11.0; rw-RW) Presto/2.9.190 Version/10.00,ac5ea8d7-5a86-42c7-bdd4-c0b3f1febf22,5070.83,Bank Transfer,2
2025-01-17 02:53:03,29.195.15.65,Zimbabwe,6,Business Analyst,Promotional Event,200,/prototype.php,Opera/9.34.(Windows 98; Win 9x 4.90; bhb-IN) Presto/2.9.184 Version/12.00,4b9933d2-ca10-4713-8037-fa4bc232dfe2,9039.05,Credit Card,2
2025-01-05 21:58:39,5.35.127.171,Zambia,7,AI Solutions Architect,Promotional Event,304,/images/events.jpg,Opera/8.55.(Windows NT 5.01; mk-MK) Presto/2.9.181 Version/11.00,075f0f60-1f48-4ba6-be83-aa64885de427,2163.05,PayPal,4
2025-01-18 08:28:48,20.127.186.43,Germany,5,Digital Transformation Consultant,Scheduled Demo,200,/prototype.php,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_5 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) FxiOS/17.4z2813.0 Mobile/11G770 Safari/535.0",03729288-0847-4d0e-8ff8-0faa5406db2c,4114.37,Credit Card,5
2025-01-20 15:33:45,51.87.142.57,Portugal,9,Software Engineer,AI-Powered Virtual Assistant,200,/scheduledemo.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Trident/4.1),27f8aaa0-4bbf-48f8-8763-4d2585ad12bb,4057.6,Bank Transfer,4
2025-02-13 18:24:10,70.100.239.244,Germany,1,User  Experience (UX) Designer,,304,/images/events.jpg,Mozilla/5.0 (Windows NT 5.1; byn-ER; rv:1.9.0.20) Gecko/6089-02-21 06:44:22 Firefox/3.6.15,ab5b87e5-518e-4960-93aa-e7976759cf75,3492.27,PayPal,4
2025-02-23 09:28:34,29.57.29.160,Japan,10,Product Manager,Promotional Event,304,/event.php,Mozilla/5.0 (Windows NT 5.01; uz-UZ; rv:1.9.0.20) Gecko/5712-06-11 21:20:31 Firefox/3.8,150bcd15-2acd-409d-8be0-2aac4672c5b8,4328.27,PayPal,5
2025-03-31 02:01:54,168.49.240.182,Japan,1,Marketing Specialist,Promotional Event,200,/prototype.php,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/532.9.2 (KHTML, like Gecko) Version/5.0.5 Safari/532.9.2",2984e5cc-1965-48d0-ae44-65271f26e3d2,2268.69,Bank Transfer,1
2025-01-12 03:59:57,212.95.13.155,Spain,4,Product Manager,AI-Powered Virtual Assistant,304,/event.php,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.1; Trident/4.0),9f135a86-c227-404f-8fb1-df14962fd24f,9065.77,PayPal,1
2025-01-25 00:11:31,179.249.249.81,Portugal,7,User  Experience (UX) Designer,,404,/prototype.php,Mozilla/5.0 (Windows NT 4.0; et-EE; rv:1.9.0.20) Gecko/4756-09-04 21:06:50 Firefox/3.6.6,0eb016d2-56af-4df7-a98c-5424d00a2f86,8113.32,Debit Card,1
2025-02-19 15:01:03,208.230.145.126,Australia,9,Marketing Specialist,,200,/prototype.php,Opera/9.16.(X11; Linux x86_64; cv-RU) Presto/2.9.161 Version/10.00,81773221-604c-41b8-a2a5-2625de3efca1,6557.12,PayPal,5
2025-03-05 08:51:08,160.90.95.67,Jamaica,3,Marketing Specialist,,304,/scheduledemo.php,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_6 rv:4.0; oc-FR) AppleWebKit/533.32.3 (KHTML, like Gecko) Version/5.0.3 Safari/533.32.3",a83a053d-e1c8-4887-9ed7-8ae32ddf0d45,7249.07,PayPal,2
2025-02-19 05:52:37,83.179.20.247,Portugal,10,Marketing Specialist,AI-Powered Virtual Assistant,200,/event.php,Opera/8.38.(Windows 98; tr-CY) Presto/2.9.171 Version/10.00,35f5128c-01ef-467d-a18b-5ea666afd122,2735.7,PayPal,4
2025-01-05 11:18:59,201.46.102.234,Brazil,3,Product Manager,Scheduled Demo,200,/prototype.php,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 4.0; Trident/5.0),d66ce210-db70-4484-a02e-fccdfd4ad179,7953.75,Debit Card,4
2025-02-03 01:17:45,131.251.142.253,Germany,6,AI Solutions Architect,,404,/prototype.php,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/4.0),f216526f-e8d7-4380-94d0-2793a50c3339,5473.09,Bank Transfer,5
2025-02-19 04:49:58,52.159.58.181,India,6,Software Engineer,,404,/scheduledemo.php,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/4.1),c1023be4-b75e-46a6-abc0-40abd0e252ce,7041.0,Bank Transfer,5
2025-01-24 00:45:01,66.229.39.151,Portugal,9,AI Research Scientist,,304,/prototype.php,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8 rv:2.0; ca-FR) AppleWebKit/532.21.1 (KHTML, like Gecko) Version/4.0.3 Safari/532.21.1",bda1d1db-c4a9-47a3-8404-0d5a6608695b,4806.23,Debit Card,5
2025-03-09 00:59:31,107.77.202.153,Australia,6,Marketing Specialist,Scheduled Demo,304,/prototype.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/3.0),12bf1f63-8b5c-430e-abf6-32bb45338f51,1785.86,Bank Transfer,2
